comment,positive,negative,rude,offensive,abusive,hate speech
شکل اتنی واہیات ہے یہ صرف پئی ٹی آئی کا معجزہ ہے ایسی شکلیں بناتا,0,1,0,1,0,1
بلی کتی کے ساتھ,0,1,0,1,0,1
مـحـمـد زبـیـر کـی جـعـلـی ویـڈیـو پـر بـھـنـگـڑے ڈالـنـے والـے آج اعـظـم سـواتـی کـی جـعـلـی ویـڈیـو پـر چـیـخـیـں مـار رہـے ہـیـں یـا مـنـافـقـت تـیـرا ہـی آسـرا,0,1,0,1,0,1
پاکستانی ریاست کے جسم میں سرایت کر جانے والا موذی کینسر,0,1,0,1,0,1
ہمیں گانڈ مروانے کا کوئی شوک نہیں,0,1,0,1,0,1
لعنت بھیج کر منہ پر پشاب کریں,0,1,0,1,0,1
نا جی نا ہم خاندانی لوگ ہیں ٹچی گھڑی چور جھوٹی بیشرم بیغیرت نھیں,0,1,0,1,0,1
الل ه نہ کرے کوئی زانی جھوٹا ناجائز بچوں کا باپ قادیانی بیغرت منافق بنے کوئی مسلمان تو خواھش نہی کرسکتا,0,1,0,1,0,1
چار چوتیے ٹائر جلا کر غائب ہو گئے,0,1,0,1,0,1
یہ شیدا حرام زادہ منافقت کی انتہا ہے جب حکومت میں تھا تو فرعون سے کم نہیں تھا,0,1,0,1,1,0
یاد ماضی عذاب ہے شاہزیب,0,1,0,1,1,0
پنڈی کا شیطان شیدا ٹلی,0,1,0,1,1,0
فوج کواچھی طرح پتہ ہے کورونا فنڈز کے عمران خان کھا گیا ہے,0,1,0,1,1,0
خانزادہ نہیں حرام ذادہ,0,1,0,1,1,0
شاہ زیب نے شیخ رشید ٹلیاں گڑکا دی ہیں اور گڑک چہکی ہیں جیلیں نظر آ رہی ہیں,0,1,0,1,1,0
شیدے ٹلی کو یہ کہیں کہ اپنے لیڈر سے کہے کہ اس کے گھر والوں نے جو مال کمایا اس کا حساب دے,0,1,0,1,1,0
شیخ رشید ایک گھٹیا انسان ہے دلہ تم لوگوں کی وجہ سے ملک تباہی کی طرف لائے ہو دیکھو ڈرامہ بازی سے باز نہیں آرہا حرامی نسل کا بچا,0,1,0,1,1,0
بھائی جان انکے گناہ نا بتائیں یے صرف لوگوں پر کیچڈ لگاتے ہیں,0,1,0,1,1,0
منافق بندے جلاؤ گیراؤ اگ لگاؤ کے نعرے اقتدار کے لئے تم جیسے کتے ہی لگایا کرتے تھے شیخ ٹلی,0,1,0,1,1,0
ھاھاھا شیخ جی اب کونسے دربار کی تلاش ھے,0,1,0,1,1,0
شاہزیب یہ شیدا ٹلی بلیک میلر اب سیاسی یتیم ہوگیا ہے اس کے باپ قمر باجوہ اور فیض حمید اس کو چھوڑ گٸے ہیں یہ خود کو بڑا عقل مند سمجھتا ہے اور خود کو ملک کا خیر خواہ کہلانا چاہتا ہے مگر جب اس کے وزیر اعظم عمران نیازی زانی نے ٹرمپ کے دور میں امریکہ جاکر سرعام اپنی گندی شلوار لٹکاٸ کیا اور قوم بے عزتی کرواٸ اس کو یہ نظر نہ آٸ اور جب اس کی کابینہ کے وزیر نے پی آٸ اے کے بارے پروپگیڈہ کرکے اس پر پاپندیاں لگواٸیں تو کیا اس کو یہ نہ نظر آیا اور جب شہزاد اکبر لوگوں پر جھوٹے کیس بنوا کر انکو جیلوں میں ٹھنسوا رہا تھا تو کیا ہہ اس وقت اندھا تھا اور فوجی جرنیل عمران نیازی کو اقتدار میں لانے کے لٸے ہر طرح کے حربے استعمال کر رہی تھی تو یہ اس وقت کہا ں مر گیا تھا اور جب اس کا بھتیجا جب روضہ رسول پر لوگوں سے نعرے لگوا کر روضہ رسول کی بے حرمتی کروا رہا یہ حرامزدہ کس رنڈی کے ساتھ عیاشی کر رہا تھا شاہزیب مہربانی فرماکر اس یک رکنی پارٹی کے لیڈر کو بکواس کرنے کے لٸے اپنے پروگرام میں دعوت نہ دیا کریں کیونکہ اس کی بکواس ہم سے برداشت نہیں ہوتی,0,1,0,1,0,1
جیو اور خانزادہ نواز کے حامی ہیں انکو جانبداری نہیں کرنی چاہیۓ,0,1,0,1,0,1
جیو والو کس چول کے ساتھ پروگرام کر رہے ہیں اتنے برے حالات ہو گے ہیں اپ کے,0,1,0,1,0,1
شیخ جب تیرے نۓباپ عمران کا پوچھا جاتا ھے کہتا ملک میں أگ نہ لگو اور پرانے باپ جس نے تھجے سیاست میں پیدا کرکے بڑا کیا ھےاس کے خلاف بونکتا ھے,0,1,0,1,0,1
اب جب خان نے چپڑاسی رکھ ہی لیا ھے تو اپنی نوکری کا حق تو ادا کرنا ھی پڑے گا ورنہ نوکری جا سکتی ھے,0,1,0,1,0,1
نو سو چوھے کھا کر بلی حج کو چلی شیخ رشید,0,1,0,1,1,0
شیدا کنجر آج کل لاوارث ہوگیا ھے,0,1,0,1,1,0
مطلب شیخ رشید صاحب یہ کہنا چاہ رہے ہیں کہ یزید کے ساتھ اللہ تھا,0,1,0,1,1,0
اور عوام کو یہ بھی پتہ ھے کہ یہ کیسز بنائے کس طرح سے تھے,0,1,0,1,1,0
شاہ زیب ایک گھٹیا آدمی ہے,0,1,0,1,1,0
زندہ باد شاہ زیب خانزادہ شیداتلی کی چیخیں نکلوایی,0,1,0,1,1,0
شا زیب اپ شخ رشد والا وڈیو چلاو جب ئ وزیر داخلہ تھے,0,1,0,1,1,0
پنڈی کا حرامی فرزند کسی بھی بات کا کوئی منطقی جواب نہیں دیا صرف بکواس بکواس بکواس,0,1,0,1,1,0
ان لوگوں نے تین سال حکومت کی مگر معیشت کو مضبوط کرنے کے لیے کوئی کام نہیں کیا الٹا معیشت کو بہت کمزور کیا,0,1,0,1,1,0
یہ بندہ بہت ڈرامہ باز انسان ہے,0,1,0,1,1,0
شاہ زیب خانزادہ صاحب نے شیخ رشید کی بجا دی ہے کراچی صوبہ زندہ باد آفتاب عالم خان کراچی والا,0,1,0,1,1,0
لفافہ صحافی شازیب خان,0,1,0,1,1,0
شیخ رشید آپ نے جو گندی زبان استمال کی اب شا زیب کو باشن دے رہے ھیں,0,1,0,1,1,0
شیخ رشید ناکام ترین سیاست دان ہے,0,1,0,1,1,0
سب سے بڑا دل ا یہ شیخ رشیدو احمد بے غیرت ہے کراچی صوبہ بناؤ سب سے جان چھڑاؤ آفتاب عالم خان کراچی والا,0,1,0,1,1,0
کراچی صوبہ بناؤ سب سے جان چھڑاؤ آفتاب عالم خان کراچی والا,0,1,0,1,1,0
جب لاہور میں جلاو کے نعرے لگا رہا تھا اسوت اسکی پاکستانیت کہاں تہی,0,1,0,1,0,1
دیکھنے اانہیں زلیل ھورھے سب غدار ھے چورذاکو,0,1,0,1,0,1
جیو والے اتنے کم ذات ہیں ان کو پاکستان سے نہیں ان کو لفافے چاہیں یہ نون لیگ کے دلال ہیں,0,1,0,1,0,1
شیخ رشید صاحب آپ جب وزیر داخلہ اس وقت آپ کی زبان سے جو غلاظت نکلتی تھی وہ کسی سے چھپی ہںوئی نہیں فوج کو خان کی کرپشن کا بھی پتا ہںے شیخ صاحب آپ ہر حکومت میں وزارت کیسے حاصل کرتے ہیں شیخ صاحب اقتدار سے آپ ہںی چمٹے رہنا چاہتے ہیں سب سے زیادہ حکومت آپ ہںی رہںے ہیں اس خان کے ساتھ بھی جو آپ کو گالیاں دیتا رہا,0,1,0,1,1,0
خبیث الوقت ٹلی سب بڑا گندہ اور زمانے کا جھوٹا شخص ہے,0,1,0,1,1,0
یہ شیدا اور عمران صرف گند ڈالنے کے علاوہ کچھ نہی کیا,0,1,0,1,1,0
کیا جیو کو یہ شیطان اور ذیل شخصملتا ہے آئندہ ہم آپ کے پروگرام کا بائیکاٹ کریں ذلیل شخص جھوٹ بولتا ہے,0,1,0,1,1,0
کھسیانی بلی,0,1,0,1,1,0
عمران خان ایک خنزیر ہے جو کبھی غریب آدمی کے لیے کام نہیں کرے گا اگر اس سے خنزیر کو غریب آدمی کا احساس ہوتا تو یہ وڈیرے زمیندار جگیردار بدمعاشوں سے زمین لے کر تمام غریبوں میں برابر کی تقسیم کر دیتا,0,1,0,1,1,0
یہ سب جھوٹ بولنے والو ں ننے ملک کو نقصان پہنچایا ھے,0,1,0,1,1,0
شیخ رشید زندہ بعد عمران خان زندہ بعد پاک فوج زندہ بعد,0,1,0,1,1,0
شیدے کو تو ٹی وی پر کبھی بلا نا نہیں چاہئے انتہا درجے کا جاہل ہے جھوٹ بولنے میں ماہر ہے,0,1,0,1,1,0
کٹے کے بچے تم کیوں نہیں روے حرام زادے,0,1,0,1,1,0
خانزادہ صاحب یہ ہیرامنڈی کی ناجائز پیداوار ھے یہ حرام کا فراڈیا نوسرباز نشئی جواری بدکردار جھوٹا مسخرہ کرپٹ ترین گھٹیا ترین سور سیاست میں پرموٹ کیا گیا اس کا سخت ترین احتساب ھو ا چاہیئے اور سخت ترین سزا دینی چاہیئے,0,1,0,1,1,0
شاہ زیب کو ٹکر کا بندہ ملا ھے یہ شاہ ذیب ایک فتنہ پرور صحافی ھے,0,1,0,1,1,0
شاہ زیب خانزادہ حق بات کرو جیو شرم کرو,0,1,0,1,1,0
لال حویلی پر ناجائز قبضہ چھڑانا حکومت کی زمہ داری بنتی ہے,0,1,0,1,1,0
یہ خبیث اللہ کے گھر میں بیٹھ کر لوگوں پر الزامات لگارہا ہے اس پنڈی کے شیطان کو منی کے شیطانوں کے پاس باندھنا چاہئے,0,1,0,1,1,0
اسلام علیکم جناب محترم بھائی شاہ زیب خانزادہ صاحب آپ سے درخواست ہے اس پنڈی کے شیطان کو نا آپنے چینل پروگرام میں لایا کر یہ بدبخت شخص ہے,0,1,0,1,1,0
یہ شاہ زیب بڑا شریر اور بھڑکانے والا آدمی ہے حقائق نہیں چغلی کا کام کرتا ہے,0,1,0,1,1,0
لوگ رو رہے تھے کہ شیدے ٹلی اور عمرانیہ فتنے سے نجات دلا میرے رب,0,1,0,1,1,0
نیب قوانین تبدیل کر کے عدالت سے بری ھو کر آ زاد کروانا عوام سمجھ سکتے ھیں,0,1,0,1,1,0
آ پ کچھ بھی بولو قوم عمران کے ساتھ ھے کوئی بھی آ پ کے چینل پر کوئی اعتبار نہیں کرتا,0,1,0,1,1,0
شيخ چيلی صاحب جب اپ حکمران تهے تو مثبت بات که بجای منفی بات کرتاتها اب کيو مثبت بات کررها هے اب ڈهٹ جاو وهي رويه رکھ جو حکمرانی که وقت تها,0,1,0,1,1,0
سہی لتر پڑھے شیخ سے لیکن شاہزیب کو سمجھ نہیں آتی,0,1,0,1,1,0
اسکی پیشن گوئیوں کا کیا بنا باجوہ حمید کی کرپشن پر سوال پوچھو,0,1,0,1,1,0
عمران نے بائیس ارب سیلاب چندے دھرنہ دے دیا چندہ چور نے,0,1,0,1,1,0
یہ گیٹ نمبر چار کا پالشی ھے یہ اپنی پالش پر فخر کرتا ھے,0,1,0,1,1,0
گندا انسان شیخ نوسرباز جھوٹا ذلیل انسان,0,1,0,1,1,0
ہاں پاکستانی میڈیا ملک دشمن کا آلہ کار میڈیا,0,1,0,1,0,1
بہت بیغیرت آدمی ہے شاہزیب خانزادہ,0,1,0,1,1,0
شاہ زیب ملک دشمن پالیسی پروموٹ نہ کرو کچھ حیا کرو,0,1,0,1,1,0
شاہ زیب تم ایک لعنتی بے ضمیر ہو تم بکاو ہو جھوٹ بول رہے ہو تم لوگ سولی پر چڑھ جاؤ عمران آ رہا ہے,0,1,0,1,1,0
شیخ صاحب یہ سب باتیں جو آپ کہ رہے ہیں وہ خانزادہ کے علم میں نہیں ہیں,0,1,0,1,1,0
خان صاحب یہ بغیرت شیدا ٹلی بکواس کرتا رھتا ھے کرتا رھے گا آپ کی بات نہیں سنے گا کیسے بہنوی عمران کی سہورٹ کرتا ھے وہ اسلیے کہ ریلوے کا بیڑا غرق کر دیا اس بےشرم نے,0,1,0,1,1,0
شیخو پاگل ہو گیا کوئی جواب نہیں دیا,0,1,0,1,1,0
اس گرامی نے ارب کی لال نویلی پر کبزا کیا ھوا ھے,0,1,0,1,1,0
جیو خانزادہ صاحب آپ ایک بہادر صحافی ہیں یہ حرام زاد انسان ہے اس زندگی صرف اور صرف عمران نیازی کے ساتھ ہے,0,1,0,1,1,0
اس ملک کی سب سے بڑی بیماری شیخ رشید جیسے بے ضمیر اور خود غرض لوگ ہیں,0,1,0,1,1,0
سب سے زیادہ مزاحیہ بات یہ ہے کہ دوسروں کی اردو کا مذاق اڑانے والے خان صاحب خود بھی اردو میں کمزور ہیں,0,1,0,1,1,0
عمرانڈ نیازی باؤلا,0,1,0,1,1,0
باؤلا ہوا پھرتا ہے,0,1,0,1,1,0
یہ غبارے پھاڑنے والا نیازی کر بھی کیا سکتا ھے,0,1,0,1,1,0
ا ردو کو بھی اڑدرو کہتا ھے,0,1,0,1,1,0
مؤرخ لکھے گا کہ اس ملک پر نشئی بھی حکومت کر گیا,0,1,0,1,1,0
جوش خطابت میں اکثر اردو بھول جاتا ہوں بندوق ہاتھ میں لے کر نشست جب لگاتا ہوں نامرادی آڑے آتی ہے نشانہ چ وک جاتی ہے یہ میرا دکھ زبان اردو تیرا نوحہ پڑھوں میں ا ڑدو ہوں نکتہ چیں خود پر کیوں تخفیف کر رہا ہوں کہاوت کو کہات کر رہا ہوں,0,1,0,1,1,0
ڈنکی راجہ ڈنکی راجہ ہیں اسلام دین اور نبی رسول قرآن کی تعلیم کا اس کو کیا پتہ کبھی بھول کر بھی گالی نہیں دیتی شریفوں کی زبان یہ کمینوں کی علامت ہے رزیلوں کانشاں,0,1,0,1,1,0
عمران نیازی خود بہت بڑا بوٹ پالشیاء ھے,0,1,0,1,1,0
عمران نیازی ویسے بھی نرگسیت کا شکار ھو چکا ھے,0,1,0,1,1,0
عمران خان لیڈر ہے,0,1,0,1,1,0
میرا وی ھاسا ئی نکل گیا اے,0,1,0,1,1,0
اسلام آباد ہائی کورٹ موجودہ حکومت کے غیر ضروری غیر آئینی کاموں میں بڑی رکاوٹ بن گئی آرڈننس پہ چلنے والی حکومت کو بڑا دھچکہ آئینی شرائط کے بغیر صدر اور گورنرز آرڈننس جاری نہیں کر سکیں گے,0,1,0,1,1,0
ان دونوں برگرز پر بھی میم بنتی ہے ہاہاہاہا,0,1,0,1,1,0
اس چڑیل نما آنٹی کیلئے دونوں تھمز ڈاؤن,0,1,0,1,1,0
بی بی سی تم نے فوج کے خلاف جو باتیں جھوٹی کہیں ہیں اس پر تمہیں شرم آنی چاہیے,0,1,0,1,1,0
عمران خان پاکستان کا وہ واحد اور پہلا سابق وزیر اعظم ھے جو اتوار اپریل کے دن وزارت عظمی کو چھوڑتے وقت بیلین ڈالر کی رقم پاکستان کے سرکاری خزانہ میں چھوڑ کر گیا ھے ا س کے باوجود امپورٹڈ وزیر اعظم شہباز شریف حکومت کا پہلے ہی دن پہلا ٹرن لے لیا اور بیان جاری کر دیا کہ ہم تنخواہ نہیں کر سکتے ہم فیصد اضافہ نہیں کر سکتے سب کو شہباز شریف حکومت کا پہلا ٹرن بہت بہت مبارک ہو,0,1,0,1,1,0
بکواس آپ نے اور بھی بور کر دیا,0,1,0,1,1,0
نااہل عمران خان کی کوئی بونگی شئیر نہیں کی حالانکہ وہ کثرت سے بونگیاں مارکیٹ میں لاتے تھے,0,1,0,1,1,0
برگر گڑبڑ گهوٹالا فیمیلز کیااردو زبان کی ایسی تیسی کریں,0,1,0,1,1,0
چلتے ہیں دبے پاؤں کے کوئ جاگ نہ جائے غلامی کے اسیروں کی یہی خاص ادا ہے ہوتی نہیں جوقوم حق بات پہ یکجا اس قوم کا حاکم ہی فقط اس کی سزا بے,0,1,0,1,1,0
قانون میں ہاتھ تو دے دیا اب آگے آگے دیکھئے ھوتا ھے کیا,0,1,0,1,1,0
او یار سب چھوڑوں آج ماشاءاللہ کومل فاروق بہت پیاری لگ رہی,0,1,0,1,1,0
عمران نیازی جیسا بے وقوف اور نیچ کوئی نہیں ہے,0,1,0,1,1,0
یہ غلطیاں ہوتی رہتی ہیں اس میں کوئی ایسی بات نہیں,0,1,0,1,1,0
بی بی سی اردو پاک فوج کیخلاف پراپگینڈہ بند کرے پاکستانی عوام اپنی فوج کیخلاف ایک لفظ برداشت نہیں کرے گی ان شاء اللہ ایسے عناصر کیخلاف کارواٸی جاری ہے,0,1,0,1,1,0
ہمیں پاگل بنایا ہوا ہے افغانستان میں کر دیا وہ کر دیا ہم نمبر ون ہیں یہ ہیں وہ ہیں اوہ بھائی نمبر ون تو وہ سی آئی اے ہے جس نے ہزاروں کلو میٹر دور بیٹھ کر تمہیں ڈرا دھمکا کر پیسے دے کر ایک مہینے میں یہاں حکومت کا تختہ الٹ دیا,0,1,0,1,1,0
یہ سب نوجوان آج کل اپنے بڑے سیاستدانوں سے سیکھتے ہیں ایسے بکواس باتیں'],0,1,0,1,0,1
ن لیگ چور لیگ چور,0,1,0,1,0,1
بھت افسوس کی با ت ے فوج میںکچھ چور اور غدر موجود ےجو ایماندار وزیراعظم امران خان کو اقتدار میں اےکےلیےرکاوٹ ہے,0,1,0,1,0,1
ارشد شریف کو نواز شریف عرف طاھرہ سید خور اور مریم صفدر المعروف عربی شیخ کی رکھیل نے قتل کرایا مشن کامیاب رھا اب ان دونوں کا قتل بھی ھو جائے تو قوم سکھ کا سانس لے,0,1,0,1,0,1
پاکستان کی عدلیہ امیروں کی دلال عدلیہ ھے,0,1,0,1,0,1
ھمکو تو پہلے ھی پتہ ھے کہ یہ کام ان بےغیرتوں کا ھے وہ جس طریقے سے بولتی ھے اسکے چہرے سے ھی نفرت نظر آتی ھے اللہ ظالموں کی اولادوں کو انکے سامنے ایسی حالت میں لاے کہ انکے کلیجے پھٹ جایئں آمین یارب العالمین,0,1,0,1,0,1
کتنے مکروہ چہرے ھیں دولت مند باپ بیٹی کے,0,1,0,1,0,1
جی ای ٹی کیا یے مرد یا عورت پاکستان کی ھر کس میی جی ای ٹی یے ابھی تک کوئی کیس سامنے نیی ایا,0,1,0,1,0,1
ڈی جی آئی ایس آئی اس کتے کی اولاد کو ہٹایا جائے اس نے پورے ادارے کو بد نام کر دیا آصف غفور صاحب کو سامنے لایا جائے آصف غفور صاحب بولتے پاکستان میں تھے اور لوگوں کے ٹانگیں کانپتی تھی سرحد کے پار اور آج جو پاک فوج کا ترجمان ہیں وہ دلال ہیں بڑوا آصف غفور صاحب زندہ باد عمران خان زندہ باد پاکستان پائندہ باد,0,1,0,1,0,1
اللہ کی لعنت رانا تمھاری شکل پر,0,1,0,1,1,0
رانا ثناء اللہ کو بہت ہی جلد پتہ چل جائے گا چونکہ فی الحال اس گردن میں سریا ھے اسے کچھ بھی نظر نہیں آتا,0,1,0,1,1,0
پھدو کھاتہ تاجہ حوالدار پاکستان میں امیروں اور بدمعاشوں کے لیے کوئی قانون بنا ہی نہیں ہے امیر اور بدمعاش پولیس جج اور سیاستدان کچھ بھی کر سکتے ہیں ان کے خلاف کوئی ایکشن نہیں لے سکتا,0,1,0,1,0,1
پاکستان کو بےدردی سے لوٹ نے والا حرامی ڈاکو آصف زرداری ہے میں لعنت بھیجتا ہوں ایسے حرام خوروں پر,0,1,0,1,1,0
چوپ کر چور تونے کیا کیا سرف چوری کیا,0,1,0,1,1,0
جب عمران خان کی ہمارے بادشاہ تھا تو یہ زرداری ڈار کی وجہ سے بیمار ھوگیا تھا اتنا تو نر ھے,0,1,0,1,1,0
جن کا نام چور زرداری,0,1,0,1,1,0
لعنت ہو اس لفافہ اینکر اور اس ڈاکو زرداری پر,0,1,0,1,1,0
لعنتی انسان ڈاکو آصف زرداری,0,1,0,1,1,0
جوٹ,0,1,0,0,0,0
یہ سارے قادیانی ھیں اور عارف علوی اور عمران احمدی پکا قادیانی ھے اورعمرانی گروپ قادیانی گروپ ھے ان کو اب شناختی کارڈ پر ان کا اندراج ضروری ھے عدلیہ اور اسٹبلشمنٹ میں قادیانی نہ گھسیں,0,1,0,1,0,1
ڈوھنگی,0,1,0,0,0,0
بیچارا عمران نے نیازی کے جھوٹ نفرت بہتان بازی پہ قربان ہو گیا,0,1,0,0,0,0
مس ڈرامہ,0,1,0,0,0,0
لنگڑےآم کے بعد پیش خدمت ہے لنگڑا خان,0,1,0,0,0,0
عسکری دلال کم پڑھا لکھا متعصب,0,1,0,0,0,0
چوہے کھا کہ بلی حج کو چلی,0,1,0,0,0,0
ویڈیو جعلی ہے بس کر دے,0,1,0,0,0,0
بیچارے کی بلٹن گولی نکل گئی,0,1,0,0,0,0
پھر بھی بکری جیسی منہ ھے,0,1,0,0,0,0
بکری اور بلی ایک ساتھ,0,1,0,0,0,0
ڈرامہ کوئین,0,1,0,0,0,0
نئے امیر خاوند کی تلاش میں,0,1,0,0,0,0
ڈراما,0,1,0,0,0,0
عمران نیہں انسان بنو,0,1,0,0,0,0
خدا کا عذاب ہے نیازی فتنہ پاکستان پر,0,1,0,0,0,0
جوٹ,0,1,0,0,0,0
کیا مافیا کا یہ ڈان اپنی پسند کے اینکر کے علاوہ کسی کو انٹرویو دے گا یہ ھمیشہ نورا شو کرنے کا عادی ھے کرپٹ ترین سیاستدان,0,1,0,0,0,0
مداخلت اور سازش ا ان دونوں لفظوں میں کیا فرق ہے ایک انسان اگر آگ میں گر جائے تو جل جاتا ہے دوسرا انسان اگر برف کے پہاڑوں میں گم ہو جائے تو وہ جم جاتا ہے دونوں صورتوں میں موت ہے یہ فرق ہے مداخلت بی انسان کے لئے نقصان سازش بی انسان کے لئے نقصان ہے,0,1,0,0,0,0
آپ ہمارے استاد ہیں غائبانہ سیاست سے د ل ا ٹھ گیاتھا آپ کہ بدولت دوبارہ جان آئی ہے اس سیاست میں,0,1,0,0,0,0
سر جی آپ نے یہ بات بھی کی تھی کہ میں نواز شریف کو لاہور کی سڑکوں پر گھسیٹوں گا یہ کام آپ کب کریں گے زرداری صاحب,0,1,0,0,0,0
سب کو معلوم ہے سندھ حکومت کے ہوتے ہوئے الیکشن کھی صاف شفاف نہیں ہوں گے,0,1,0,0,0,0
دوستون ایم کیو ایم کو ھم کہتے ھین ھور چوپو آم پیپلز پارٹی کے,0,1,0,0,0,0
مبارک ہو پاکستانیوں کو رانا صاحب بھی جوتا کلب میں شامل ھو گے,0,1,0,0,0,0
مومنہ وحید ایمان فروشوں میں شامل ہوگٸ,0,1,0,0,0,0
جوتانہی تھا ڈرون اٹیک تھا کیونکہ ڈرون اٹیک کے دستخط ھوچکے ھیں,0,1,0,0,0,0
یہ جوتے والا کام ٹھیک نہیں اپنے رویے ٹھیک کرنے کی ضرورت ھے غریب روٹی کی ترس رہے ھیں اور بیوپاری ضمیر خرید رہے ھیں جب غریب کو دینے کے لئیے کچھ نہیں مگر ضمیر خریدنے کے لئیے بوریا کھل جاتے ھیں,0,1,0,0,0,0
مومنہ وحید بھی لوٹوں کی صف میں شامل ہو گئی ہے,0,1,0,0,0,0
یوٹرن,0,1,0,0,0,0
ہر منہ میں جانے والی چیز نہیں ہوتی,0,1,0,0,0,0
جرمن چینل کو انٹرویو دیتےہوئے آج خان سیب نےمظلوم بننےکی پوری کوشش کی مگر دوران انٹرویو خان سیب خود کو جرمن شیفڑڈ ثابت کرنے سے نا روک سکے,0,1,0,0,0,0
یہ کونسا حجاب ہے اوپر حجاب اور نیچے بے حساب,0,1,0,0,0,0
ا س پردے کو تو خود پردے کی ضرو ر ت ہے,0,1,0,0,0,0
ایکٹر,0,1,0,0,0,0
لگتا ھے کہ اس جھوٹے کو چار گولیاں لگی ہیں,0,1,0,0,0,0
پاگل ہو چکا ہے,0,1,0,0,0,0
دو نیولے,0,1,0,0,0,0
فتنہ فساد فی الارض الباکستان,0,1,0,0,0,0
شاہ زیب صاحب منہ مت کل آؤ کیا آپ کو پتا نہیں ہے کہ کس طرح یہ سارا کام ہو گیا مت چیرے ان باتوں کو,0,1,0,0,0,0
یہ خان زادہ نہیں سریت زادہ ہے,0,1,0,0,0,0
شہھزاد خان زادہ اے ون بے وقوف ھے,0,1,0,0,0,0
شیدا ٹلی,0,1,0,0,0,0
شازیب خانزادہ صاحب آپ کو مہنگائی دکھائی نہیں دے رہی آپ بھی لفافی صحافی ہو ایک پروگرام حالیہ مہنگائی پر بھی کر دو,0,1,0,0,0,0
چار نمبر گیٹ کی پیداہیش شیخ رشید کی ہے,0,1,0,0,0,0
جرمن چینل کو انٹرویو دیتےہوئے آج خان سیب نےمظلوم بننےکی پوری کوشش کی مگر دوران انٹرویو خان سیب خود کو جرمن شیفڑڈ ثابت کرنے سے نا روک سکے,0,1,0,0,0,0
یہ کونسا حجاب ہے اوپر حجاب اور نیچے بے حساب,0,1,0,0,0,0
ایکٹر,0,1,0,0,0,0
لگتا ھے کہ اس جھوٹے کو چار گولیاں لگی ہیں,0,1,0,0,0,0
پاگل ہو چکا ہے,0,1,0,0,0,0
دو نیولے,0,1,0,0,0,0
فتنہ فساد فی الارض الباکستان,0,1,0,0,0,0
ڈوھنگی,0,1,0,0,0,0
بیچارا عمران نے نیازی کے جھوٹ نفرت بہتان بازی پہ قربان ہو گیا,0,1,0,0,0,0
مس ڈرامہ,0,1,0,0,0,0
لنگڑےآم کے بعد پیش خدمت ہے لنگڑا خان,0,1,0,0,0,0
عسکری دلال کم پڑھا لکھا متعصب,0,1,0,0,0,0
چوہے کھا کہ بلی حج کو چلی,0,1,0,0,0,0
يانی ان بچوں کو بھی اپنے ترہا برباد ہی رکھے گا,0,1,0,0,0,0
میری دعا ہے اللہ تعالی ان تمام بد ذات لوگوں سے خود انتقام لے اور سب کے لئے نشان عبرت بنادے جرنیل بھی متقی سیاست دان بھی متقی پولیس میں بھی سب فرشتے اور جج تو انصاف کی دیوتا ہیں تو کوئی بتائے یہ سب کر کون رئا ہے جو بھی ہے اللہ عبرت کا نشان بنادے آمین,0,1,0,0,0,0
مشہوری بھی کی تو وڈیو سے نہ بابا نہ وڈیو أنی کسی بور کی تھی آ کسی اور کی گی,0,1,0,0,0,0
ویڈیو جعلی ہے بس کر دے,0,1,0,0,0,0
بیچارے کی بلٹن گولی نکل گئی,0,1,0,0,0,0
پھر بھی بکری جیسی منہ ھے,0,1,0,0,0,0
بکری اور بلی ایک ساتھ,0,1,0,0,0,0
ڈرامہ کوئین,0,1,0,0,0,0
نئے امیر خاوند کی تلاش میں,0,1,0,0,0,0
ڈراما,0,1,0,0,0,0
عمران نیہں انسان بنو,0,1,0,0,0,0
بےشرم,0,1,0,0,0,0
ہوتھیا,0,1,0,0,0,0
جھوٹا طوطیا,0,1,0,0,0,0
بے کار انسان,0,1,0,0,0,0
یہاں سے آپکو تفصیل مل جائے گی,0,1,0,0,0,0
انتہائی لغو اور بے کار رپورٹ ہے پتا نہیں لوگوں کو کیا ملتا ہے ہر معاملے کو اسلام اور کفر کی جنگ بنا کے,0,1,0,0,0,0
ایک دم تھرڈ کلاس اور بکواس کالم لکھا گیا ہے پتہ نہیں کیا ملتا ہے ایسی فضول باتیں لکھ کر یہی تبصرہ میں نے کالم نگار کے رابطے میں کر دیا ہے,0,1,0,0,0,0
شپیگل کے مطابق آج فیفا نے میترازی کے خلاف بھی تحقیقات شروع کرنے کا اعلان کیا ہے,0,1,0,0,0,0
کل انٹرویو میں زیدان نے کہا ہے کہ میترازی نے اسکو ماں اور بہن کی گالیاں دی تھیں اس نے کہا کہ یہ ایسے الفاظ تھے جنہوں نے مجھے احساسات کی گہرائیوں تک مجروح کر دیا ایسے الفاظ سننے سے بہتر تھا کہ میں اپنے منہ پر مکہ کھا لیتا اس نے یہ الفاظ کہے پھر دوبارہ کہے پھر تیسری دفعہ کہے,0,1,0,0,0,0
شپیگل کے مطابق اس گفتگو میں زیدان نے میترازی کا نام لینے سے بھی احتراز کیا,0,1,0,0,0,0
زیدان کے کل کے ٹی وی انٹرویو کے بعد اب میتراتزی کے خلاف بھی تحقیقات شروع ہو جائیں گے,0,1,0,0,0,0
